NiTi crystalline-amorphous nanocomposite,,,NiTi crystalline-amorphous nanocomposite,,,110 nm-grain-size polycrystalline NiTi,,,110 nm-grain-size polycrystalline NiTi,
Superelastic,Fig. 2a,,Plastic,Fig. 2b,,Superelastic,Fig. 2a,,Plastic,Fig. 2b
Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa)
0.0086,415.91762,,0.00898,447.35048,,0.00664,452.1832,,0.00819,488.87837
0.00866,417.7564,,0.009,449.22862,,0.00673,454.3624,,0.00825,490.00331
0.0087,419.44656,,0.00903,451.10877,,0.00674,456.4227,,0.0083,491.0308
0.00874,421.12139,,0.00916,452.76823,,0.0068,458.59266,,0.00834,492.10193
0.00877,422.83339,,0.00916,454.289,,0.00695,460.38284,,0.00839,493.08012
0.00882,424.62501,,0.00922,455.87318,,0.00691,462.06518,,0.00846,494.02893
0.00883,426.32799,,0.0093,457.22434,,0.00691,464.01529,,0.0085,494.92251
0.0089,428.08335,,0.00927,458.64695,,0.00686,466.15181,,0.0086,495.72745
0.00895,429.6952,,0.00928,460.21629,,0.00687,468.53028,,0.00858,496.52191
0.00898,431.32405,,0.0094,461.70648,,0.00691,470.84896,,0.00868,497.32395
0.009,433.05684,,0.00941,462.96821,,0.00695,473.22593,,0.00878,497.93073
0.00901,434.86312,,0.00941,464.45995,,0.00702,475.43507,,0.00899,498.13131
0.00908,436.60667,,0.00941,465.95283,,0.00703,477.63092,,0.00903,498.12035
0.0091,438.46977,,0.00936,467.75849,,0.00709,479.79632,,0.00905,498.14776
0.00915,440.20358,,0.00946,469.51475,,0.00712,481.81977,,0.00909,498.27966
0.00917,442.07626,,0.00949,471.0591,,0.00712,484.01395,,0.0091,498.52738
0.00922,443.84773,,0.00958,472.61966,,0.00719,486.18438,,0.00913,498.84488
0.00924,445.69933,,0.00964,473.94649,,0.00718,488.31751,,0.00917,499.20263
0.00934,447.41021,,0.00963,475.32923,,0.00726,490.48165,,0.00916,499.72324
0.00933,449.02653,,0.00953,477.01208,,0.00723,492.56981,,0.00919,500.33587
0.00936,450.92009,,0.00957,478.94701,,0.00726,494.92027,,0.00919,501.09336
0.00938,452.84197,,0.00965,480.73693,,0.00737,497.02521,,0.00921,501.88602
0.00946,454.67946,,0.00981,482.15001,,0.00738,498.99424,,0.00922,502.88839
0.00947,456.46267,,0.00975,483.47697,,0.0074,501.02618,,0.0093,503.78607
0.00954,458.27584,,0.00969,485.226,,0.00741,503.1542,,0.00934,504.64407
0.00955,460.04014,,0.00971,487.10605,,0.0074,505.4862,,0.00935,505.62352
0.00961,461.81765,,0.00979,488.91764,,0.00749,507.67185,,0.00944,506.47854
0.00966,463.4295,,0.00993,490.42828,,0.00762,509.55211,,0.00948,507.29703
0.00968,465.09647,,0.00992,491.72328,,0.0076,511.23483,,0.00952,508.13436
0.00969,466.98103,,0.00992,493.32616,,0.00751,513.44457,,0.00957,508.91326
0.00975,468.81333,,0.00999,494.78564,,0.00762,515.70587,,0.00965,509.66136
0.0098,470.51234,,0.01007,496.13825,,0.00773,517.53707,,0.00965,510.39377
0.00982,472.31077,,0.01013,497.29939,,0.00771,519.37665,,0.00968,511.2624
0.00989,473.98142,,0.01005,498.66704,,0.00768,521.47666,,0.00971,512.15634
0.00991,475.62784,,0.01008,500.24386,,0.00774,523.69059,,0.00972,513.15843
0.00993,477.36886,,0.0101,501.84775,,0.00792,525.48199,,0.00975,514.24332
0.00997,479.16818,,0.01008,503.54572,,0.00806,526.67795,,0.00984,515.20471
0.00999,481.02986,,0.01007,505.43911,,0.00803,527.78254,,0.0099,516.09077
0.01004,482.92397,,0.01022,507.23665,,0.00799,529.33083,,0.01397,509.48436
0.01008,484.769,,0.01037,508.38232,,0.008,531.02256,,0.01421,495.39323
0.01015,486.51732,,0.01034,509.57865,,0.00802,532.81163,,0.01406,482.67853
0.01016,488.18876,,0.01041,510.79088,,0.00801,534.71547,,0.01388,471.4082
0.01018,490.04386,,0.01037,512.05548,,0.0081,536.62514,,0.01368,461.56836
0.01025,491.91287,,0.01042,513.47504,,0.00819,538.17942,,0.01353,452.92487
0.0103,493.59993,,0.01037,514.90672,,0.00819,539.7465,,0.01342,445.33533
0.01033,495.36113,,0.01029,516.80853,,0.00816,541.5846,,0.01324,438.77548
0.0104,496.88087,,0.01025,518.99856,,0.00822,543.48212,,0.01311,433.21074
0.0104,498.52994,,0.01033,521.22241,,0.0083,545.18668,,0.01299,428.47891
0.01044,500.20979,,0.01046,523.06891,,0.00841,546.63136,,0.01289,424.43184
0.01045,502.05837,,0.01053,524.70446,,0.00833,548.13896,,0.01277,421.14288
0.01051,503.76129,,0.0106,526.14652,,0.00832,550.08227,,0.01271,418.47066
0.01055,505.46832,,0.01064,527.51324,,0.00846,551.85804,,0.01265,416.2323
0.01056,507.35478,,0.01079,528.6338,,0.00842,553.49822,,0.0126,414.46586
0.01061,509.23282,,0.01069,529.75468,,0.00844,555.38793,,0.01254,413.11099
0.01067,510.89547,,0.0107,531.27726,,0.00845,557.34734,,0.0125,412.09495
0.01071,512.62931,,0.0106,533.06066,,0.00851,559.32192,,0.01251,411.37665
0.01076,514.23288,,0.01067,535.01842,,0.00859,561.07283,,0.01248,410.85992
0.01077,515.92302,,0.01065,536.91156,,0.00862,562.7385,,0.01247,410.58796
0.01081,517.69932,,0.01076,538.84427,,0.00873,564.27198,,0.01246,410.56495
0.01084,519.45442,,0.01087,540.25792,,0.0088,565.53493,,0.01247,410.66838
0.01085,521.41851,,0.01092,541.65966,,0.00883,566.7447,,0.01243,411.02566
0.01092,523.24104,,0.01105,542.76431,,0.0088,568.04282,,0.01248,411.53759
0.01096,525.04315,,0.01109,543.6916,,0.00877,569.80716,,0.01246,412.0988
0.011,526.81168,,0.01102,544.7856,,0.00886,571.51235,,0.01248,412.83421
0.01102,528.63255,,0.01093,546.38567,,0.00884,573.20853,,0.01252,413.61188
0.01106,530.45219,,0.01094,548.2841,,0.00892,574.95705,,0.01248,414.52463
0.0111,532.33938,,0.011,550.08425,,0.00892,576.62755,,0.01252,415.58078
0.01114,534.13414,,0.01105,551.80441,,0.009,578.32485,,0.01251,416.71477
0.01114,536.0732,,0.01105,553.48447,,0.00908,579.77057,,0.01253,417.95435
0.0112,538.07094,,0.01098,555.44075,,0.00909,581.21606,,0.01257,419.21386
0.01124,539.9359,,0.01109,557.49227,,0.00905,582.86383,,0.0126,420.48431
0.01128,541.83649,,0.01125,559.02974,,0.00913,584.62855,,0.01262,421.82126
0.0113,543.7723,,0.01138,560.16669,,0.00918,586.1718,,0.01261,423.23249
0.01136,545.71262,,0.0114,561.05065,,0.00914,587.86508,,0.01264,424.72845
0.01141,547.51444,,0.01129,562.31932,,0.00918,589.76767,,0.01268,426.25127
0.01146,549.22945,,0.01126,564.07051,,0.00934,591.38181,,0.0127,427.77087
0.01146,551.02768,,0.01131,565.81046,,0.00943,592.50139,,0.01273,429.29109
0.01149,552.97975,,0.01132,567.55796,,0.00946,593.59379,,0.01274,430.96078
0.01157,554.8085,,0.01137,569.30163,,0.00943,594.81866,,0.01277,432.6085
0.01157,556.66521,,0.01142,570.90266,,0.00944,596.33543,,0.0128,434.33179
0.0116,558.62444,,0.01144,572.59103,,0.00952,597.74867,,0.01286,435.94102
0.01165,560.61177,,0.01151,574.09364,,0.0096,598.93259,,0.01289,437.507
0.01169,562.56495,,0.01154,575.6285,,0.00963,600.07522,,0.0129,439.13207
0.01171,564.51966,,0.0117,576.86427,,0.00958,601.46258,,0.01293,440.86224
0.01175,566.62285,,0.01177,577.7183,,0.0096,603.15851,,0.01294,442.61854
0.01182,568.52174,,0.01174,578.73173,,0.00981,604.40891,,0.01297,444.37863
0.01187,570.2679,,0.01167,580.0418,,0.00991,605.1302,,0.01303,446.08357
0.01191,572.0182,,0.01153,581.86119,,0.00992,605.81208,,0.01302,447.84971
0.01197,573.62125,,0.01155,584.17371,,0.00991,606.64947,,0.01307,449.67908
0.01197,575.34766,,0.01173,586.10742,,0.00992,607.719,,0.01311,451.41538
0.012,577.14271,,0.01184,587.46197,,0.00993,608.88942,,0.0132,453.04845
0.01203,579.05896,,0.01183,588.86599,,0.00991,610.266,,0.0132,454.64979
0.01207,580.9629,,0.01197,590.1293,,0.0099,611.95744,,0.01321,456.41862
0.0121,582.88487,,0.012,591.10122,,0.00998,613.64431,,0.0133,458.07083
0.01218,584.71384,,0.012,592.26082,,0.01007,614.96699,,0.01332,459.63345
0.01221,586.40743,,0.01198,593.58394,,0.01006,616.37232,,0.01335,461.28086
0.01224,588.02106,,0.01195,595.08983,,0.01008,617.91755,,0.0134,462.85606
0.01229,589.77612,,0.01195,596.77391,,0.01032,619.29424,,0.0134,464.5371
0.01233,591.48566,,0.01193,598.62602,,0.01105,618.13475,,0.01344,466.23924
0.01237,593.16298,,0.01198,600.57788,,0.01108,615.69004,,0.01347,467.84081
0.0124,594.81468,,0.01206,602.31263,,0.01099,613.79046,,0.01353,469.48021
0.01243,596.59981,,0.01215,603.88477,,0.01096,612.48853,,0.01355,471.08521
0.01249,598.3037,,0.01221,605.19806,,0.01105,611.34518,,0.01362,472.67718
0.01254,599.87232,,0.01222,606.49034,,0.01108,610.10153,,0.01364,474.20893
0.01256,601.47903,,0.01215,608.11895,,0.01101,609.30184,,0.01364,475.85041
0.0126,603.20975,,0.01221,609.80441,,0.01091,609.14464,,0.01375,477.41664
0.01262,604.88253,,0.01225,611.47619,,0.01095,609.48608,,0.01378,478.83945
0.01264,606.62616,,0.01238,612.87079,,0.01109,609.44228,,0.01382,480.2869
0.01268,608.44306,,0.01228,614.24425,,0.01101,609.50858,,0.01386,481.70315
0.01275,610.23733,,0.01225,616.17328,,0.01097,610.21599,,0.01388,483.12946
0.01275,611.94687,,0.01229,618.15452,,0.01107,610.99911,,0.01397,484.48327
0.0128,613.80641,,0.01239,619.93131,,0.01113,611.43884,,0.01398,485.82764
0.01281,615.71792,,0.01253,621.30005,,0.01105,612.18608,,0.01403,487.15984
0.01287,617.62189,,0.01252,622.51345,,0.011,613.45963,,0.01407,488.5051
0.01291,619.47226,,0.01248,624.02214,,0.01103,615.0042,,0.01409,489.85913
0.01293,621.39363,,0.01259,625.51189,,0.01118,616.25154,,0.01414,491.18952
0.01299,623.23104,,0.01263,626.7736,,0.01128,617.04484,,0.01421,492.4606
0.01302,625.03317,,0.01264,628.14528,,0.0112,617.99989,,0.01424,493.69639
0.01308,626.77832,,0.01267,629.52726,,0.01119,619.51607,,0.01428,494.98511
0.01307,628.62841,,0.01268,630.99392,,0.0114,620.62569,,0.01433,496.19066
0.01313,630.54339,,0.01279,632.32327,,0.01141,621.31044,,0.01443,497.28315
0.01317,632.38135,,0.01275,633.57089,,0.01142,622.32509,,0.0145,498.16493
0.0132,634.31941,,0.01269,635.19513,,0.01147,623.23535,,0.01456,499.03529
0.01325,636.14671,,0.01268,637.15701,,0.01156,624.11637,,0.01465,499.76064
0.01327,638.02494,,0.01284,638.93966,,0.01179,624.43871,,0.01472,500.36605
0.01331,639.98748,,0.01297,640.12731,,0.01187,624.16035,,0.01474,500.99982
0.01338,641.78168,,0.01296,641.22961,,0.01184,624.1065,,0.01481,501.60859
0.01338,643.63159,,0.01286,642.70058,,0.01184,624.36154,,0.01487,502.12736
0.01343,645.53268,,0.01293,644.46368,,0.01188,624.68468,,0.01492,502.67116
0.01347,647.36078,,0.01308,645.77389,,0.01191,625.11605,,0.01492,503.27051
0.01348,649.32093,,0.01305,646.979,,0.01199,625.49752,,0.01503,503.821
0.01353,651.2627,,0.01297,648.57597,,0.01211,625.55311,,0.01512,504.14373
0.01358,653.21969,,0.01286,650.69568,,0.01221,625.45971,,0.01522,504.32458
0.01361,655.14386,,0.01288,653.11383,,0.0122,625.2598,,0.01526,504.43019
0.0137,656.84922,,0.01304,655.28526,,0.01211,625.72401,,0.0153,504.62446
0.01373,658.43758,,0.01334,656.49288,,0.01222,626.26499,,0.01533,504.8481
0.01374,660.20953,,0.01328,657.25916,,0.01234,626.42774,,0.01539,505.09338
0.01375,662.07441,,0.0133,658.46986,,0.01236,626.46759,,0.01543,505.32717
0.01381,663.98607,,0.01339,659.52659,,0.01227,626.96224,,0.01551,505.54237
0.01383,665.90855,,0.01338,660.55345,,0.01234,627.78212,,0.01559,505.64581
0.0139,667.73518,,0.01336,661.8171,,0.0124,628.35817,,0.01562,505.70019
0.0139,669.60849,,0.01325,663.4425,,0.01246,628.95477,,0.01564,505.83251
0.01396,671.58909,,0.0133,665.39886,,0.01261,629.28713,,0.01566,506.14035
0.01399,673.38513,,0.0134,667.04871,,0.01271,629.16061,,0.01568,506.50503
0.01403,675.3344,,0.01342,668.59445,,0.01279,628.88723,,0.01569,507.03246
0.01405,677.28833,,0.0134,670.29295,,0.01278,628.6443,,0.01574,507.59915
0.01414,679.18785,,0.01349,672.01977,,0.01272,628.94815,,0.01581,508.09773
0.01417,680.83377,,0.01375,673.04449,,0.01283,629.3373,,0.01592,508.41352
0.01419,682.6043,,0.0137,673.75096,,0.0129,629.42753,,0.01596,508.65879
0.01421,684.52068,,0.01357,675.09048,,0.01291,629.61121,,0.01604,508.91282
0.01428,686.32969,,0.01358,676.85184,,0.01294,629.892,,0.01605,509.13986
0.0143,688.18942,,0.0137,678.3786,,0.01294,630.38543,,0.01611,509.45366
0.01431,690.07448,,0.01368,679.81115,,0.01312,630.69286,,0.0162,509.65437
0.01437,692.04045,,0.01364,681.53597,,0.01316,630.63753,,0.01626,509.71246
0.01442,693.83313,,0.01361,683.52916,,0.0132,630.628,,0.01627,509.92765
0.01445,695.66338,,0.01376,685.36366,,0.01317,630.83087,,0.01632,510.16345
0.01449,697.53265,,0.01385,686.80548,,0.01316,631.40388,,0.01636,510.40377
0.01449,699.37243,,0.01393,688.01448,,0.01326,631.9375,,0.01643,510.62426
0.01455,701.47992,,0.01396,689.10335,,0.01332,632.24332,,0.01644,510.87895
0.01457,703.46676,,0.01392,690.35874,,0.01331,632.74724,,0.0165,511.20988
0.01462,705.48655,,0.01389,691.94791,,0.01332,633.44173,,0.01653,511.56724
0.01466,707.48051,,0.01386,693.76305,,0.01341,634.13688,,0.0166,511.86968
0.01473,709.35909,,0.01387,695.80396,,0.01341,634.81586,,0.01659,512.30341
0.01475,711.06206,,0.01395,697.74828,,0.01346,635.60371,,0.01666,512.75799
0.0148,712.87807,,0.01409,699.27816,,0.01356,636.13757,,0.0167,513.16781
0.01484,714.66642,,0.01418,700.43008,,0.0136,636.66998,,0.01675,513.64107
0.01486,716.45485,,0.01417,701.61768,,0.01366,637.05815,,0.01678,514.13019
0.01491,718.32126,,0.01419,702.871,,0.0136,637.73195,,0.01684,514.61425
0.01491,720.34418,,0.01423,704.25255,,0.01363,638.67426,,0.01688,515.04248
0.01497,722.2636,,0.01432,705.32597,,0.01385,639.30133,,0.01693,515.47677
0.01499,724.18608,,0.01427,706.56358,,0.014,639.14648,,0.01697,515.96981
0.01505,726.16688,,0.01427,708.03201,,0.01405,638.79859,,0.01704,516.42876
0.01508,728.11805,,0.01426,709.63999,,0.01415,638.43175,,0.01712,516.80733
0.01513,729.95591,,0.01428,711.37994,,0.0149,636.41488,,0.01719,517.01609
0.01515,731.78598,,0.01439,713.06142,,0.01509,632.20527,,0.01727,517.17523
0.01517,733.83467,,0.01454,714.12015,,0.01499,628.4148,,0.01731,517.34532
0.01523,735.75682,,0.01444,715.19049,,0.01496,625.42669,,0.01744,517.32798
0.01525,737.73483,,0.0143,717.11232,,0.01491,622.87885,,0.01752,517.11185
0.0153,739.76038,,0.01435,719.35836,,0.01489,621.02534,,0.01761,516.79892
0.01534,741.69407,,0.01452,721.12891,,0.01494,619.23008,,0.01765,516.51126
0.01536,743.71219,,0.0146,722.41051,,0.01485,617.92523,,0.01769,516.24052
0.01543,745.64025,,0.01454,723.79523,,0.01482,617.14727,,0.01772,516.04088
0.01546,747.47384,,0.01459,725.5125,,0.01483,616.70053,,0.01771,516.01833
0.01553,749.28088,,0.01471,726.8629,,0.01488,616.33744,,0.01773,516.15198
0.01556,750.9856,,0.01467,728.12238,,0.01483,616.24529,,0.01776,516.38532
0.01557,752.75777,,0.01456,729.97951,,0.01478,616.60562,,0.01782,516.6068
0.01558,754.79958,,0.01464,732.02974,,0.01481,617.28749,,0.01782,516.93056
0.01565,756.82946,,0.01479,733.61402,,0.01495,617.71347,,0.01782,517.43279
0.01568,758.74244,,0.01492,734.78343,,0.01497,617.96107,,0.01785,518.04419
0.01572,760.69161,,0.01499,735.53382,,0.01487,618.62182,,0.01787,518.74275
0.01576,762.55243,,0.01492,736.58131,,0.01489,619.7632,,0.01794,519.37739
0.0158,764.44736,,0.01496,737.8069,,0.01497,620.78004,,0.01799,520.00968
0.01582,766.40239,,0.01503,739.02777,,0.01502,621.65156,,0.01801,520.68781
0.01584,768.52396,,0.01506,739.95806,,0.01495,622.74052,,0.01807,521.34528
0.01591,770.50008,,0.01483,741.65106,,0.01486,624.48538,,0.01812,521.9814
0.01593,772.43559,,0.01487,743.96327,,0.01496,626.36824,,0.01816,522.64545
0.01598,774.44111,,0.015,745.89976,,0.01509,627.78299,,0.01819,523.2845
0.016,776.44943,,0.01513,747.38894,,0.01516,628.93663,,0.01822,524.02237
0.01606,778.38339,,0.01512,748.63202,,0.01519,630.03201,,0.01829,524.74015
0.01609,780.3156,,0.01513,750.20285,,0.01511,631.38879,,0.01834,525.39439
0.0161,782.43755,,0.01524,751.56106,,0.01512,633.12523,,0.01842,525.94954
0.01618,784.37339,,0.01529,752.64748,,0.0152,634.84424,,0.01845,526.50338
0.01621,786.21013,,0.01519,753.98471,,0.01527,636.34582,,0.01845,527.16266
0.01626,788.0975,,0.01516,755.98507,,0.01533,637.76661,,0.01852,527.87978
0.01629,789.9319,,0.01536,757.53761,,0.01549,638.77607,,0.0186,528.41496
0.01632,791.84027,,0.01534,758.8042,,0.01558,639.30303,,0.01867,528.90266
0.01635,793.77689,,0.01529,760.46616,,0.01558,639.94848,,0.01871,529.35208
0.01639,795.81857,,0.01538,762.10523,,0.01579,640.36908,,0.01878,529.76978
0.01645,797.71635,,0.01541,763.62164,,0.01593,640.03379,,0.0188,530.1569
0.01649,799.50704,,0.01555,764.9451,,0.01595,639.64554,,0.01888,530.60379
0.01654,801.18244,,0.0155,766.04748,,0.01591,639.52603,,0.01893,530.96036
0.01657,802.89494,,0.01542,767.70774,,0.0159,639.79611,,0.01898,531.30701
0.0166,804.66967,,0.01543,769.68169,,0.01598,640.20923,,0.01902,531.67055
0.01661,806.55516,,0.01546,771.62535,,0.01607,640.25039,,0.01911,531.97903
0.01665,808.59942,,0.01546,773.68423,,0.01601,640.6339,,0.01912,532.26803
0.01669,810.5965,,0.01566,775.43563,,0.01597,641.35595,,0.01917,532.60445
0.01676,812.37683,,0.01569,776.57782,,0.01603,642.33532,,0.01925,532.93737
0.01676,814.20766,,0.01575,777.89398,,0.01615,642.99738,,0.01929,533.18983
0.01679,816.28663,,0.01578,778.98462,,0.01621,643.45262,,0.01936,533.40578
0.01685,818.27506,,0.01576,780.35904,,0.01624,643.95442,,0.0194,533.64812
0.01687,820.16001,,0.01583,781.66773,,0.01623,644.6179,,0.01946,533.90906
0.01691,822.16183,,0.01579,783.11538,,0.01622,645.44126,,0.01952,534.08595
0.01695,824.11094,,0.01582,784.6793,,0.01634,646.48776,,0.01955,534.25186
0.01697,826.14438,,0.01584,786.42578,,0.01654,646.64701,,0.0196,534.48136
0.01702,828.22966,,0.01602,787.66643,,0.01655,646.63102,,0.01962,534.74985
0.01705,830.27953,,0.01612,788.52046,,0.01661,646.73701,,0.01968,535.12203
0.0171,832.40373,,0.01614,789.1496,,0.01661,646.93531,,0.01976,535.38107
0.01713,834.39142,,0.01607,790.19707,,0.01674,647.10357,,0.01982,535.56836
0.01718,836.3006,,0.01601,791.70392,,0.01689,646.67227,,0.0199,535.63147
0.01724,838.25424,,0.01599,793.47104,,0.01692,646.16164,,0.01993,535.72745
0.01721,840.33948,,0.01592,795.54201,,0.01693,645.81624,,0.02001,535.85877
0.01727,842.51123,,0.01595,798.00258,,0.01698,645.65728,,0.0201,535.7354
0.01733,844.56012,,0.01625,799.71782,,0.017,645.47942,,0.02013,535.66594
0.01737,846.55776,,0.01638,800.39908,,0.01698,645.6081,,0.02024,535.55231
0.01739,848.51254,,0.01629,801.25537,,0.01696,646.00771,,0.02028,535.30456
0.01745,850.50037,,0.01619,802.77948,,0.017,646.68171,,0.02031,535.17926
0.01746,852.59617,,0.01625,804.56076,,0.01714,647.07305,,0.02034,535.17183
0.01752,854.60538,,0.01635,806.03553,,0.01721,647.10922,,0.02042,535.06831
0.01753,856.6911,,0.01631,807.46994,,0.01726,647.22095,,0.02045,534.98609
0.01757,858.78418,,0.0162,809.48172,,0.01728,647.30658,,0.02045,535.05898
0.01762,860.89192,,0.0163,811.65232,,0.01739,647.35777,,0.02047,535.33727
0.01768,862.82823,,0.01646,813.29984,,0.01739,647.29153,,0.0205,535.66294
0.01769,864.78551,,0.01661,814.31287,,0.01738,647.56175,,0.0205,536.12498
0.01773,866.84696,,0.01662,815.09648,,0.01729,648.28401,,0.02053,536.71416
0.01776,868.91331,,0.01661,816.10678,,0.01731,649.45849,,0.0206,537.24357
0.01783,870.90745,,0.01667,817.19034,,0.01738,650.51956,,0.02065,537.72711
0.01786,872.84457,,0.01663,818.33873,,0.01747,651.4365,,0.02068,538.25533
0.01788,874.82225,,0.01651,820.07597,,0.01751,652.20392,,0.02075,538.74644
0.01792,876.80107,,0.01653,822.20187,,0.01762,652.85381,,0.02082,539.14212
0.01795,879.00306,,0.01666,824.0962,,0.01766,653.30547,,0.02087,539.52226
0.01798,881.0801,,0.01686,825.27507,,0.01768,653.83247,,0.02089,539.94403
0.01804,883.10441,,0.01692,825.95873,,0.0177,654.57454,,0.02096,540.39465
0.01808,885.08824,,0.01682,826.94533,,0.01787,655.0774,,0.02099,540.85207
0.0181,887.11234,,0.0168,828.52435,,0.01794,655.01126,,0.02105,541.24693
0.01815,889.09644,,0.01689,829.97633,,0.01798,655.14359,,0.02108,541.7032
0.0182,891.05956,,0.01689,831.39544,,0.01804,655.2615,,0.02116,542.12699
0.01824,893.0429,,0.0169,832.90223,,0.01809,655.24403,,0.02118,542.49804
0.01827,894.96993,,0.01689,834.58242,,0.01815,655.2702,,0.02124,542.97662
0.01828,896.96374,,0.01693,836.3376,,0.01823,655.21885,,0.02127,543.35337
0.01836,899.01493,,0.01697,837.98839,,0.01828,655.0066,,0.02132,543.8847
0.01839,900.89051,,0.01707,839.4567,,0.01832,654.92779,,0.02136,544.34962
0.01843,902.81925,,0.01714,840.61843,,0.0184,654.80135,,0.02143,544.81476
0.01845,904.73986,,0.01712,841.89025,,0.01866,654.18152,,0.02152,545.12386
0.01847,906.91734,,0.01712,843.35871,,0.01882,652.63245,,0.02156,545.40326
0.01853,908.93284,,0.01707,845.08438,,0.01885,651.07826,,0.02168,545.53799
0.01854,911.00811,,0.01708,847.15397,,0.01878,649.82053,,0.02175,545.45962
0.01857,913.31798,,0.01728,848.69336,,0.01872,649.34327,,0.02181,545.43423
0.01864,915.38269,,0.01738,849.71674,,0.01882,648.96712,,0.0219,545.29342
0.01869,917.28821,,0.01746,850.42716,,0.01879,648.58671,,0.02196,545.05703
0.01872,919.22195,,0.01734,851.44666,,0.01882,648.57285,,0.02194,544.95068
0.01879,921.04618,,0.01735,852.94041,,0.01883,648.62785,,0.02199,545.0611
0.01879,922.84572,,0.01734,854.59961,,0.01881,649.02411,,0.02201,545.16496
0.01882,924.83441,,0.01746,856.06931,,0.0189,649.46544,,0.02209,545.30206
0.01882,927.05606,,0.01738,857.59004,,0.01897,649.68516,,0.02212,545.38218
0.01888,929.31153,,0.01742,859.42608,,0.01894,649.99759,,0.02214,545.54925
0.01893,931.47003,,0.01749,861.07114,,0.01894,650.66003,,0.02218,545.88361
0.01894,933.64224,,0.0176,862.47707,,0.01894,651.53276,,0.02225,546.08713
0.01901,935.71658,,0.01771,863.46462,,0.019,652.53877,,0.02225,546.41102
0.01904,937.81526,,0.01767,864.4402,,0.01906,653.34439,,0.02231,546.74424
0.01909,939.77084,,0.0176,865.81561,,0.0191,654.1362,,0.02235,547.17267
0.0191,941.93754,,0.01748,867.87345,,0.01924,654.76516,,0.02239,547.53595
0.01915,944.11218,,0.01759,870.10758,,0.01936,654.92981,,0.02243,547.98857
0.01917,946.25713,,0.01765,871.95668,,0.01937,654.99349,,0.02247,548.45566
0.01924,948.42785,,0.01781,873.48369,,0.01937,655.25426,,0.02254,548.92216
0.01927,950.52227,,0.01792,874.46002,,0.01942,655.71898,,0.02256,549.33452
0.01928,952.65152,,0.01795,875.29319,,0.01954,655.98681,,0.02259,549.82889
0.01937,954.74408,,0.01798,876.06313,,0.01968,655.7652,,0.02266,550.34912
0.01939,956.68172,,0.01784,877.35425,,0.01964,655.52841,,0.02272,550.80276
0.01943,958.66388,,0.01784,879.2433,,0.01959,655.93244,,0.02279,551.17132
0.01947,960.67392,,0.01781,881.21115,,0.01976,656.15079,,0.02286,551.45981
0.0195,962.68078,,0.01793,883.14539,,0.01975,656.17816,,0.02293,551.65253
0.01952,964.72798,,0.01804,884.58979,,0.01976,656.56481,,0.02304,551.69381
0.01958,966.79909,,0.01814,885.74126,,0.01978,657.00345,,0.02309,551.67944
0.01961,968.89438,,0.01817,886.70712,,0.01984,657.54956,,0.02316,551.64348
0.01963,971.04361,,0.01816,887.7621,,0.01986,658.01738,,0.02329,551.34233
0.01968,973.08974,,0.01817,889.13497,,0.01989,658.72125,,0.02334,550.99411
0.01972,975.25271,,0.01814,890.5647,,0.01991,659.36893,,0.02338,550.61445
0.01977,977.27072,,0.01806,892.41642,,0.02002,660.0402,,0.02344,550.35224
0.01978,979.40608,,0.01803,894.7785,,0.02013,660.30807,,0.0235,549.98857
0.01984,981.50922,,0.01822,896.86937,,0.02013,660.52822,,0.02353,549.75684
0.01988,983.51191,,0.01837,898.10462,,0.02008,661.18285,,0.02358,549.55648
0.01991,985.52993,,0.01855,898.80335,,0.02016,661.97672,,0.02356,549.46432
